514057397,1447841012,901,1498,1500,1499,1553,1498,1499,1498
15418371,1447841013,900,1499,1500,1498,1554,1498,1498,1498
515160009,1447841013,901,1498,1500,1499,1553,1498,1499,1498
16433464,1447841014,900,1499,1500,1498,1554,1498,1498,1499
517260472,1447841014,901,1498,1500,1499,1553,1498,1499,1498
19225196,1447841015,901,1498,1500,1499,1553,1498,1498,1499
520141123,1447841015,900,1499,1500,1498,1554,1498,1498,1499
18392027,1447841016,901,1498,1500,1499,1553,1498,1499,1498
519724868,1447841016,901,1498,1500,1498,1554,1498,1498,1499
20653764,1447841017,900,1498,1501,1498,1553,1499,1498,1498
521783268,1447841017,900,1499,1500,1498,1553,1499,1498,1498
21858679,1447841018,900,1498,1501,1498,1553,1499,1498,1498
521879594,1447841018,901,1498,1500,1499,1553,1498,1499,1498
22908908,1447841019,900,1499,1500,1498,1554,1498,1498,1499
524208207,1447841019,901,1498,1500,1499,1553,1498,1498,1499
26213010,1447841020,901,1498,1500,1498,1554,1498,1498,1499
527762248,1447841020,901,1498,1500,1499,1553,1498,1498,1499
28024480,1447841021,900,1499,1500,1498,1554,1498,1498,1498
529270488,1447841021,901,1498,1500,1498,1554,1498,1498,1499
29778183,1447841022,901,1498,1500,1499,1553,1498,1499,1498
531268729,1447841022,900,1499,1500,1498,1554,1498,1498,1499
30737687,1447841023,900,1499,1500,1498,1553,1499,1498,1498
530277399,1447841023,900,1499,1500,1498,1553,1499,1498,1498
29791768,1447841024,901,1498,1500,1499,1553,1498,1498,1499
533210594,1447841024,900,1498,1501,1498,1553,1499,1498,1498
32247768,1447841025,901,1498,1501,1498,1553,1498,1499,1498
533221244,1447841025,901,1498,1501,1498,1553,1498,1499,1498
34550104,1447841026,900,1498,1501,1498,1553,1499,1498,1498
533427521,1447841026,901,1498,1500,1498,1554,1498,1498,1499
34628505,1447841027,901,1498,1500,1499,1553,1498,1499,1498
535512768,1447841027,900,1499,1500,1498,1553,1499,1498,1498
35779908,1447841028,900,1498,1501,1498,1553,1499,1498,1498
536604949,1447841028,900,1498,1501,1498,1553,1498,1499,1498
38769639,1447841029,900,1498,1501,1498,1553,1499,1498,1498
539674251,1447841029,901,1498,1500,1499,1553,1498,1499,1498
40565319,1447841030,900,1499,1500,1498,1554,1498,1498,1498
540708906,1447841030,901,1498,1500,1499,1553,1498,1498,1499
40679571,1447841031,900,1499,1500,1498,1553,1499,1498,1498
542433668,1447841031,901,1498,1500,1499,1553,1498,1499,1498
41493795,1447841032,900,1498,1501,1498,1553,1499,1498,1498
542776319,1447841032,901,1498,1500,1499,1553,1498,1498,1499
43795062,1447841033,900,1498,1501,1498,1553,1499,1498,1498
544140652,1447841033,900,1498,1501,1498,1553,1499,1498,1498
45574281,1447841034,900,1499,1500,1498,1554,1498,1498,1498
545195481,1447841034,900,1498,1501,1498,1553,1499,1498,1498
45301409,1447841035,901,1498,1500,1499,1553,1498,1499,1498
545914969,1447841035,901,1498,1500,1499,1553,1498,1499,1498
46898183,1447841036,901,1498,1500,1498,1554,1498,1498,1499
548654347,1447841036,901,1498,1500,1499,1553,1498,1499,1498
49150322,1447841037,900,1498,1501,1498,1553,1499,1498,1498
549245322,1447841037,900,1498,1501,1498,1553,1499,1498,1498
50548371,1447841038,900,1498,1501,1498,1553,1499,1498,1498
552282639,1447841038,901,1498,1500,1498,1554,1498,1498,1499
53232137,1447841039,901,1498,1500,1498,1554,1498,1498,1499
553557057,1447841039,900,1499,1500,1498,1554,1498,1498,1498
52858931,1447841040,900,1499,1500,1498,1553,1499,1498,1498
554971230,1447841040,900,1499,1500,1498,1554,1498,1498,1499
57283674,1447841041,900,1498,1501,1498,1553,1499,1498,1498
556359564,1447841041,901,1498,1500,1498,1554,1498,1498,1499
56824888,1447841042,900,1498,1501,1498,1553,1499,1498,1498
557975946,1447841042,900,1499,1500,1498,1554,1498,1498,1499
59532498,1447841043,901,1498,1500,1499,1553,1498,1498,1499
560068141,1447841043,901,1498,1500,1499,1553,1498,1499,1498
61051695,1447841044,901,1498,1501,1498,1553,1499,1498,1498
561823821,1447841044,901,1498,1500,1499,1553,1498,1499,1498
61877599,1447841045,900,1499,1500,1498,1554,1498,1498,1498
562705784,1447841045,900,1498,1501,1498,1553,1498,1499,1498
63492856,1447841046,900,1499,1500,1498,1553,1499,1498,1498
563839862,1447841046,900,1498,1501,1498,1553,1499,1498,1498
63879404,1447841047,901,1498,1500,1498,1554,1498,1498,1499
563627994,1447841047,901,1498,1501,1498,1553,1498,1499,1498
63405989,1447841048,900,1499,1500,1498,1553,1499,1498,1498
565571080,1447841048,901,1498,1500,1499,1553,1498,1499,1498
66537998,1447841049,901,1498,1500,1499,1553,1498,1499,1498
567549209,1447841049,900,1499,1500,1498,1553,1499,1498,1498
67768303,1447841050,901,1498,1500,1499,1553,1498,1498,1499
568360986,1447841050,901,1498,1500,1498,1554,1498,1498,1499
70526666,1447841051,901,1498,1500,1499,1553,1498,1499,1498
571572996,1447841051,900,1498,1501,1498,1553,1499,1498,1498
72142834,1447841052,901,1498,1500,1498,1554,1498,1498,1499
571968537,1447841052,901,1498,1500,1498,1554,1498,1498,1499
72745980,1447841053,901,1498,1500,1499,1553,1498,1499,1498
574350228,1447841053,900,1499,1500,1498,1554,1498,1498,1499
74694853,1447841054,901,1498,1501,1498,1553,1498,1499,1498
575772591,1447841054,901,1498,1501,1498,1553,1498,1499,1498
74582052,1447841055,901,1498,1500,1499,1553,1498,1498,1499
574985396,1447841055,900,1499,1500,1498,1554,1498,1498,1499
75489284,1447841056,901,1498,1500,1499,1553,1498,1499,1498
577142541,1447841056,901,1498,1500,1498,1554,1498,1498,1499
77774966,1447841057,900,1499,1500,1499,1553,1498,1498,1499
577156161,1447841057,901,1498,1500,1499,1553,1498,1499,1498
78824353,1447841058,901,1498,1501,1498,1553,1498,1499,1498
580819868,1447841058,900,1499,1500,1498,1554,1498,1498,1499
81445215,1447841059,901,1498,1500,1499,1553,1498,1499,1498
581814372,1447841059,900,1499,1500,1498,1554,1498,1498,1499
82755842,1447841060,900,1499,1500,1498,1553,1499,1498,1498
