1448531885,-0.002,0.006,0.004,-0.002
1448531885,-0.002,-0.002,0,-0.028
1448531886,-0.002,-0.002,-0.002,-0.098
1448531886,0,-0.002,-0.002,-0.198
1448531887,-0.002,-0.002,-0.002,-0.312
1448531887,-0.002,-0.002,-0.002,-0.446
1448531888,-0.002,0,-0.002,-0.58
1448531888,-0.002,-0.002,0,-0.706
1448531889,-0.002,-0.002,-0.002,-0.812
1448531889,0,0,-0.002,-0.888
1448531890,-0.002,-0.002,0,-0.956
1448531890,-0.002,-0.002,0,-0.988
1448531891,-0.002,-0.002,-0.002,-1
1448531891,-0.002,0,-0.002,-0.856
1448531892,-0.002,-0.002,-0.002,-0.72
1448531892,-0.002,-0.002,-0.002,-0.588
1448531893,-0.002,-0.002,0,-0.456
1448531893,0,-0.002,-0.002,-0.322
1448531894,-0.002,-0.002,0,-0.19
1448531894,0,-0.002,-0.002,-0.064
1448531895,-0.002,-0.002,-0.002,0
1448531895,-0.002,-0.002,-0.002,0
1448531896,-0.002,-0.002,-0.002,0
1448531896,-0.002,0,-0.002,0.072
1448531897,-0.002,-0.002,0,0.18
1448531897,-0.002,-0.002,-0.002,0.314
1448531898,0,-0.002,-0.002,0.446
1448531898,-0.002,0,-0.002,0.578
1448531899,0,-0.002,-0.002,0.712
1448531899,-0.002,0,-0.002,0.828
1448531900,0,-0.002,0,0.92
1448531900,0,-0.002,-0.002,0.978
1448531901,-0.002,-0.002,-0.002,0.998
1448531901,-0.002,0,-0.002,0.936
1448531902,-0.002,-0.002,-0.002,0.846
1448531902,-0.002,0,-0.002,0.712
1448531903,0,-0.002,0,0.578
1448531903,-0.002,0,-0.002,0.446
1448531904,-0.002,-0.002,-0.002,0.312
1448531904,-0.002,-0.002,-0.002,0.182
1448531905,0,0,-0.002,0.062
1448531905,-0.002,-0.002,0,-0.002
1448531906,-0.002,0,-0.002,-0.002
1448531906,-0.002,0,-0.002,-0.002
1448531907,-0.002,0,-0.002,-0.002
1448531907,0,-0.002,0.04,-0.002
1448531908,-0.002,-0.002,0.122,0
1448531908,-0.002,-0.002,0.23,0
1448531909,-0.002,0,0.362,-0.002
1448531909,-0.002,-0.002,0.496,0
1448531910,-0.002,-0.002,0.63,-0.002
1448531910,-0.002,0,0.754,-0.002
1448531911,-0.002,-0.002,0.856,-0.002
1448531911,-0.002,-0.002,0.928,0
1448531912,0,-0.002,0.978,-0.002
1448531912,-0.002,-0.002,1,-0.002
1448531913,-0.002,0,0.862,-0.002
1448531913,-0.002,-0.002,0.714,-0.002
