1448531885,-0.0,-0.0,-0.005610587075352669,0.030635764822363853
1448531885,-0.0,-0.0,-0.005610587075352669,0.0971982404589653
1448531886,-0.0,-0.0,-0.005610587075352669,0.19704195857048035
1448531886,-0.0,-0.0,-0.005610587075352669,0.3135583996772766
1448531887,-0.0,-0.0,-0.005610587075352669,0.4466833472251892
1448531887,-0.0,-0.0,-0.005610587075352669,0.5798082947731018
1448531888,-0.0,-0.0,-0.005610587075352669,0.7046450972557068
1448531888,-0.0,-0.0,-0.005610587075352669,0.8128091096878052
1448531889,-0.0,-0.0,-0.005610587075352669,0.887691855430603
1448531889,-0.0,-0.0,-0.005610587075352669,0.9542543888092041
1448531890,-0.0,-0.0,-0.005610587075352669,0.9875355958938599
1448531890,-0.0,-0.0,-0.005610587075352669,1.0
1448531891,-0.0,-0.0,-0.005610587075352669,0.8544106483459473
1448531891,-0.0,-0.0,-0.005610587075352669,0.7212857007980347
1448531892,-0.0,-0.0,-0.005610587075352669,0.5881286263465881
1448531892,-0.0,-0.0,-0.005610587075352669,0.45500367879867554
1448531893,-0.0,-0.0,-0.005610587075352669,0.32187873125076294
1448531893,-0.0,-0.0,-0.005610587075352669,0.1887216418981552
1448531894,-0.0,-0.0,-0.005610587075352669,0.06391700357198715
1448531894,-0.0,-0.0,-0.005610587075352669,-0.0
1448531895,-0.0,-0.0,-0.005610587075352669,-0.0
1448531895,-0.0,-0.0,-0.005610587075352669,-0.0
1448531896,-0.0,-0.0,-0.005610587075352669,-0.07217305898666382
1448531896,-0.0,-0.0,-0.005610587075352669,-0.1803370863199234
1448531897,-0.0,-0.0,-0.005610587075352669,-0.31349414587020874
1448531897,-0.0,-0.0,-0.005610587075352669,-0.4466191232204437
1448531898,-0.0,-0.0,-0.005610587075352669,-0.5797440409660339
1448531898,-0.0,-0.0,-0.005610587075352669,-0.7129011154174805
1448531899,-0.0,-0.0,-0.005610587075352669,-0.8293854594230652
1448531899,-0.0,-0.0,-0.005610587075352669,-0.9209088683128357
1448531900,-0.0,-0.0,-0.005610587075352669,-0.9791510105133057
1448531900,-0.0,-0.0,-0.005610587075352669,-1.0
1448531901,-0.0,-0.0,-0.005610587075352669,-0.9375494718551636
1448531901,-0.0,-0.0,-0.005610587075352669,-0.8460260629653931
1448531902,-0.0,-0.0,-0.005610587075352669,-0.7129011154174805
1448531902,-0.0,-0.0,-0.005610587075352669,-0.5797440409660339
1448531903,-0.0,-0.0,-0.005610587075352669,-0.4466191232204437
1448531903,-0.0,-0.0,-0.005610587075352669,-0.31349414587020874
1448531904,-0.0,-0.0,-0.005610587075352669,-0.1803370863199234
1448531904,-0.0,-0.0,-0.005610587075352669,-0.06385274976491928
1448531905,-0.0,-0.0,-0.005610587075352669,-0.0
1448531905,-0.0,-0.0,-0.005610587075352669,-0.0
1448531906,-0.0,-0.0,-0.0,-0.0
1448531906,-0.0,-0.0,-0.0,-0.0
1448531907,-0.0,-0.0,0.03895607590675354,-0.0
1448531907,-0.0,-0.0,0.12215916812419891,-0.0
1448531908,-0.0,-0.0,0.2303231954574585,-0.0
1448531908,-0.0,-0.0,0.36348026990890503,-0.0
1448531909,-0.0,-0.0,0.4966052174568176,-0.0
1448531909,-0.0,-0.0,0.6297301650047302,-0.0
1448531910,-0.0,-0.0,0.7545669078826904,-0.0
1448531910,-0.0,-0.0,0.8544106483459473,-0.0
1448531911,-0.0,-0.0,0.9292934536933899,-0.0
1448531911,-0.0,-0.0,0.9792152643203735,-0.0
1448531912,-0.0,-0.0,1.0,-0.0
1448531912,-0.0,-0.0,0.8627309799194336,-0.0
1448531913,-0.0,-0.0,0.7129653692245483,-0.0
1448531913,-0.0,-0.0,0.5798082947731018,-0.0
1448531914,-0.0,-0.0,0.4466833472251892,-0.0
1448531914,-0.0,-0.0,0.3135583996772766,-0.0
1448531915,-0.0,-0.0,0.18040134012699127,-0.0
1448531915,-0.0,-0.0,0.04727638512849808,-0.0
1448531916,-0.0,-0.0,-0.0,-0.0
1448531916,-0.0,-0.0,-0.0,-0.0
1448531917,-0.0,-0.0,-0.0,-0.0
1448531917,-0.0,-0.0,-0.03889182582497597,-0.0
1448531918,-0.0,-0.0,-0.08881368488073349,-0.0
1448531918,-0.0,-0.0,-0.16369646787643433,-0.0
1448531919,-0.0,-0.0,-0.25521987676620483,-0.0
1448531919,-0.0,-0.0,-0.3717363178730011,-0.0
1448531920,-0.0,-0.0,-0.4882206618785858,-0.0
1448531920,-0.0,-0.0,-0.6047049760818481,-0.0
1448531921,-0.0,-0.0,-0.7129011154174805,-0.0
1448531921,-0.0,-0.0,-0.804424524307251,-0.0
1448531922,-0.0,-0.0,-0.8876276612281799,-0.0
1448531922,-0.0,-0.0,-0.9458698034286499,-0.0
1448531923,-0.0,-0.0,-0.9791510105133057,-0.0
1448531923,-0.0,-0.0,-1.0,-0.0
1448531924,-0.0,-0.0,-0.8293854594230652,-0.0
1448531924,-0.0,-0.0,-0.6962605118751526,-0.0
1448531925,-0.0,-0.0,-0.563103437423706,-0.0
1448531925,-0.0,-0.0,-0.42997848987579346,-0.0
1448531926,-0.0,-0.0,-0.2968214154243469,-0.0
